"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005925","CC","GO:0005925","focal adhesion","2/8","418/19550",0.0117254970651816,0.0242090857656525,0.0092666356997713,"HSPA1A/HSPA1B",2
"GO:0030055","CC","GO:0030055","cell-substrate junction","2/8","425/19550",0.0121045428828263,0.0242090857656525,0.0092666356997713,"HSPA1A/HSPA1B",2
"GO:0031312","CC","GO:0031312","extrinsic component of organelle membrane","1/8","52/19550",0.0210854688232083,0.0386566928425485,0.0147968202268128,"ZC3H12A",1
"GO:0051787","MF","GO:0051787","misfolded protein binding","3/8","29/18368",1.97099884821155e-07,1.26143926285539e-05,4.77189194830164e-06,"HSPA6/HSPA1A/HSPA1B",3
"GO:0044183","MF","GO:0044183","protein folding chaperone","3/8","40/18368",5.31738723806493e-07,1.70156391618078e-05,6.4368371829207e-06,"HSPA6/HSPA1A/HSPA1B",3
"GO:0051082","MF","GO:0051082","unfolded protein binding","3/8","122/18368",1.56252569616074e-05,0.000295529618316042,0.000111795743770871,"HSPA6/HSPA1A/HSPA1B",3
"GO:0031072","MF","GO:0031072","heat shock protein binding","3/8","129/18368",1.84706011447526e-05,0.000295529618316042,0.000111795743770871,"HSPA6/HSPA1A/HSPA1B",3
"GO:0016887","MF","GO:0016887","ATP hydrolysis activity","3/8","272/18368",0.000170224541108826,0.00201760624791026,0.000763239205623947,"HSPA6/HSPA1A/HSPA1B",3
"GO:0001664","MF","GO:0001664","G protein-coupled receptor binding","3/8","295/18368",0.000216321758422668,0.00201760624791026,0.000763239205623947,"HSPA1A/HSPA1B/CXCL8",3
"GO:0031625","MF","GO:0031625","ubiquitin protein ligase binding","3/8","297/18368",0.000220675683365185,0.00201760624791026,0.000763239205623947,"HSPA6/HSPA1A/HSPA1B",3
"GO:0044389","MF","GO:0044389","ubiquitin-like protein ligase binding","3/8","316/18368",0.000264917826707328,0.00211934261365862,0.00080172500187744,"HSPA6/HSPA1A/HSPA1B",3
"GO:0001618","MF","GO:0001618","virus receptor activity","2/8","76/18368",0.000465510155424818,0.00305804522762582,0.00115682631966108,"HSPA1A/HSPA1B",2
"GO:0140272","MF","GO:0140272","exogenous protein binding","2/8","77/18368",0.000477819566816534,0.00305804522762582,0.00115682631966108,"HSPA1A/HSPA1B",2
"GO:0047485","MF","GO:0047485","protein N-terminus binding","2/8","110/18368",0.000971970918736612,0.00565510352719484,0.00213926613693226,"HSPA1A/HSPA1B",2
"GO:0042826","MF","GO:0042826","histone deacetylase binding","2/8","127/18368",0.00129240223543183,0.00689281192230307,0.00260747819429228,"HSPA1A/HSPA1B",2
"GO:0008330","MF","GO:0008330","protein tyrosine/threonine phosphatase activity","1/8","10/18368",0.00434793754785079,0.0214052310048039,0.00809737357089621,"DUSP1",1
"GO:0000774","MF","GO:0000774","adenyl-nucleotide exchange factor activity","1/8","11/18368",0.00478182013307893,0.0218597491797894,0.00826931301209138,"HSPH1",1
"GO:0017017","MF","GO:0017017","MAP kinase tyrosine/serine/threonine phosphatase activity","1/8","13/18368",0.00564908900558181,0.0225963560223272,0.00854796362686721,"DUSP1",1
"GO:0060590","MF","GO:0060590","ATPase regulator activity","1/8","13/18368",0.00564908900558181,0.0225963560223272,0.00854796362686721,"HSPH1",1
"GO:0033549","MF","GO:0033549","MAP kinase phosphatase activity","1/8","18/18368",0.00781436863817531,0.0277685489265137,0.0105045497583851,"DUSP1",1
"GO:0045236","MF","GO:0045236","CXCR chemokine receptor binding","1/8","18/18368",0.00781436863817531,0.0277685489265137,0.0105045497583851,"CXCL8",1
"GO:0035613","MF","GO:0035613","RNA stem-loop binding","1/8","19/18368",0.00824692913141201,0.0277685489265137,0.0105045497583851,"ZC3H12A",1
"GO:0070577","MF","GO:0070577","lysine-acetylated histone binding","1/8","21/18368",0.00911155511651229,0.0277685489265137,0.0105045497583851,"BRD2",1
"GO:0140033","MF","GO:0140033","acetylation-dependent protein binding","1/8","21/18368",0.00911155511651229,0.0277685489265137,0.0105045497583851,"BRD2",1
"GO:0035925","MF","GO:0035925","mRNA 3'-UTR AU-rich region binding","1/8","25/18368",0.010838828591667,0.0301602186898559,0.0114092932543863,"ZC3H12A",1
"GO:0051019","MF","GO:0051019","mitogen-activated protein kinase binding","1/8","25/18368",0.010838828591667,0.0301602186898559,0.0114092932543863,"DUSP1",1
"GO:0035198","MF","GO:0035198","miRNA binding","1/8","34/18368",0.0147155645089823,0.039241505357286,0.0148446484081839,"ZC3H12A",1
"GO:0097718","MF","GO:0097718","disordered domain specific binding","1/8","36/18368",0.0155752536830326,0.0398726494285634,0.0150834035667263,"HSPA1A",1
"GO:0004532","MF","GO:0004532","exoribonuclease activity","1/8","40/18368",0.0172926632238445,0.0409900165305943,0.0155060917796656,"ZC3H12A",1
"GO:0043014","MF","GO:0043014","alpha-tubulin binding","1/8","40/18368",0.0172926632238445,0.0409900165305943,0.0155060917796656,"HSPH1",1
"GO:0061980","MF","GO:0061980","regulatory RNA binding","1/8","46/18368",0.01986386195804,0.0447819526282161,0.0169405412902791,"ZC3H12A",1
"GO:0008138","MF","GO:0008138","protein tyrosine/serine/threonine phosphatase activity","1/8","47/18368",0.0202918222846604,0.0447819526282161,0.0169405412902791,"DUSP1",1
"GO:0008009","MF","GO:0008009","chemokine activity","1/8","49/18368",0.0211472524523529,0.0451141385650196,0.0170662037334778,"CXCL8",1
